frame_id,scene,split,round,cond,cam_d,cam_h,cam_yaw,cam_pitch,cam_hfov,cam_y,preset,preset_h,preset_d,occluder_class,occluder_detail,cue_edge_line_contrast,cue_texture_change_across_edge,cue_shadow_line,cue_far_side_visible_depth,cue_nosing_strip,cue_tactile_paving,cue_railing_or_guard,cue_curb_or_upstand,cue_vegetation_edge,cue_water_surface,cue_signage_or_marking,cue_specular_change,cue_geometry_silhouette,m_edge_line_contrast,m_texture_change_across_edge,m_shadow_line,m_far_side_visible_depth,m_nosing_strip,m_tactile_paving,m_railing_or_guard,m_curb_or_upstand,m_vegetation_edge,m_water_surface,m_signage_or_marking,m_specular_change,m_geometry_silhouette,cue_count,cue_count_loadbearing,cue_count_strong,fam_direct_depth,fam_edge_surface,fam_installed,fam_context_veg,cls,cue_list,n_pos_cells,gt_bands,scene_level_fallback
on/scene17/L0__s20260819__0003.png,scene17,train,260819_main_on,L0,5.761,0.743,14.63,-6.06,62.21,0.667,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,6,3a+3b,0
on/scene17/L0__s20260819__0005.png,scene17,train,260819_main_on,L0,7.64,0.938,-5.54,-11.34,63.46,-0.341,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L0__s20260819__0007.png,scene17,train,260819_main_on,L0,5.695,0.745,5.08,-6.92,61.51,-0.154,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,9,3a+3b,0
on/scene17/L0__s20260820__0000.png::boost_h,scene17,train,260820_boost_h_on,L0,10.692,0.679,-4.2,-8.08,61.43,-0.253,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,2,3b,0
on/scene17/L0__s20260820__0001.png::boost_h,scene17,train,260820_boost_h_on,L0,6.431,0.803,-9.48,-3.73,62.37,0.363,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L0__s20260820__0002.png::boost_h,scene17,train,260820_boost_h_on,L0,8.414,0.546,-8.92,-9.92,64.88,0.139,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene17/L0__s20260820__0003.png::boost_h,scene17,train,260820_boost_h_on,L0,6.799,0.74,-13.38,-3.31,62.17,-0.828,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L0__s20260820__0004.png::boost_h,scene17,train,260820_boost_h_on,L0,6.738,0.889,-15.02,-11.95,59.95,-0.132,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,8,3a+3b,0
on/scene17/L0__s20260820__0005.png::boost_h,scene17,train,260820_boost_h_on,L0,6.609,0.548,-1.78,-7.34,63.0,0.05,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L0__s20260820__0006.png::boost_h,scene17,train,260820_boost_h_on,L0,6.072,0.533,-12.48,-10.11,59.13,0.529,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L0__s20260820__0007.png::boost_h,scene17,train,260820_boost_h_on,L0,7.63,0.449,10.36,-7.3,64.27,0.404,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,4,3a+3b,0
on/scene17/L5__s20260819__0003.png,scene17,train,260819_main_on,L5,5.761,0.743,14.63,-6.06,62.21,0.667,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,6,3a+3b,0
on/scene17/L5__s20260819__0005.png,scene17,train,260819_main_on,L5,7.64,0.938,-5.54,-11.34,63.46,-0.341,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L5__s20260819__0007.png,scene17,train,260819_main_on,L5,5.695,0.745,5.08,-6.92,61.51,-0.154,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,9,3a+3b,0
on/scene17/L5__s20260820__0000.png::boost_h,scene17,train,260820_boost_h_on,L5,10.692,0.679,-4.2,-8.08,61.43,-0.253,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,2,3b,0
on/scene17/L5__s20260820__0001.png::boost_h,scene17,train,260820_boost_h_on,L5,6.431,0.803,-9.48,-3.73,62.37,0.363,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L5__s20260820__0002.png::boost_h,scene17,train,260820_boost_h_on,L5,8.414,0.546,-8.92,-9.92,64.88,0.139,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene17/L5__s20260820__0003.png::boost_h,scene17,train,260820_boost_h_on,L5,6.799,0.74,-13.38,-3.31,62.17,-0.828,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L5__s20260820__0004.png::boost_h,scene17,train,260820_boost_h_on,L5,6.738,0.889,-15.02,-11.95,59.95,-0.132,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,8,3a+3b,0
on/scene17/L5__s20260820__0005.png::boost_h,scene17,train,260820_boost_h_on,L5,6.609,0.548,-1.78,-7.34,63.0,0.05,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L5__s20260820__0006.png::boost_h,scene17,train,260820_boost_h_on,L5,6.072,0.533,-12.48,-10.11,59.13,0.529,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L5__s20260820__0007.png::boost_h,scene17,train,260820_boost_h_on,L5,7.63,0.449,10.36,-7.3,64.27,0.404,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,4,3a+3b,0
on/scene17/L7__s20260819__0003.png,scene17,train,260819_main_on,L7,5.761,0.743,14.63,-6.06,62.21,0.667,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,6,3a+3b,0
on/scene17/L7__s20260819__0005.png,scene17,train,260819_main_on,L7,7.64,0.938,-5.54,-11.34,63.46,-0.341,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L7__s20260819__0007.png,scene17,train,260819_main_on,L7,5.695,0.745,5.08,-6.92,61.51,-0.154,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,9,3a+3b,0
on/scene17/L7__s20260820__0000.png::boost_h,scene17,train,260820_boost_h_on,L7,10.692,0.679,-4.2,-8.08,61.43,-0.253,h0.9_d10,0.9,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,2,3b,0
on/scene17/L7__s20260820__0001.png::boost_h,scene17,train,260820_boost_h_on,L7,6.431,0.803,-9.48,-3.73,62.37,0.363,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L7__s20260820__0002.png::boost_h,scene17,train,260820_boost_h_on,L7,8.414,0.546,-8.92,-9.92,64.88,0.139,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene17/L7__s20260820__0003.png::boost_h,scene17,train,260820_boost_h_on,L7,6.799,0.74,-13.38,-3.31,62.17,-0.828,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,7,3a+3b,0
on/scene17/L7__s20260820__0004.png::boost_h,scene17,train,260820_boost_h_on,L7,6.738,0.889,-15.02,-11.95,59.95,-0.132,h0.9_d5,0.9,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,1,1,0,1,0,0,0,1,1,1,1,1,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,9,3,0,3,4,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|curb_or_upstand|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,8,3a+3b,0
on/scene17/L7__s20260820__0005.png::boost_h,scene17,train,260820_boost_h_on,L7,6.609,0.548,-1.78,-7.34,63.0,0.05,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L7__s20260820__0006.png::boost_h,scene17,train,260820_boost_h_on,L7,6.072,0.533,-12.48,-10.11,59.13,0.529,h0.3_d5,0.3,5.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,1,0,1,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,0,1,0,1,1,cued-H,vegetation_edge|signage_or_marking|geometry_silhouette,8,3a+3b,0
on/scene17/L7__s20260820__0007.png::boost_h,scene17,train,260820_boost_h_on,L7,7.63,0.449,10.36,-7.3,64.27,0.404,h0.3_d10,0.3,10.0,self_occlusion_crest,levee crest at x=0; grazing ray skips bank/stairs/terrace,0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,4,3a+3b,0
on/scene20/L0__s20260821__0000.png::boost_e2,scene20,val,260820_boost_e2_on,L0,5.104,0.321,-3.76,-10.19,64.64,0.415,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,5,3b,0
on/scene20/L0__s20260821__0006.png::boost_e2,scene20,val,260820_boost_e2_on,L0,6.716,0.383,7.05,-10.92,63.79,0.23,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,4,3b,0
on/scene20/L5__s20260821__0000.png::boost_e2,scene20,val,260820_boost_e2_on,L5,5.104,0.321,-3.76,-10.19,64.64,0.415,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,5,3b,0
on/scene20/L5__s20260821__0006.png::boost_e2,scene20,val,260820_boost_e2_on,L5,6.716,0.383,7.05,-10.92,63.79,0.23,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,4,3b,0
on/scene20/L7__s20260821__0000.png::boost_e2,scene20,val,260820_boost_e2_on,L7,5.104,0.321,-3.76,-10.19,64.64,0.415,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,5,3b,0
on/scene20/L7__s20260821__0006.png::boost_e2,scene20,val,260820_boost_e2_on,L7,6.716,0.383,7.05,-10.92,63.79,0.23,h0.3_d5,0.3,5.0,self_occlusion_crest,mesa lip on the 30 deg diagonal; flight self-occluded at every preset,0,0,0,0,0,0,1,0,0,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,2,1,2,1,0,1,0,cued-H,railing_or_guard|geometry_silhouette,4,3b,0
